"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-02-06 ~ 2026-02-05"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"10021","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","월세","59.8970","202508","21","30,000","260","9","2019","선릉로 8","202510~202710","신규","-","","","아파트"
"10022","서울특별시 강남구 대치동","1030","1030","0000","대치르엘","전세","59.9972","202508","21","130,000","0","2","2021","도곡로93길 23","202510~202602","갱신","-","110,000","0","아파트"
"10023","서울특별시 강남구 대치동","316","0316","0000","은마","전세","84.4300","202508","21","95,000","0","4","1980","삼성로 212","202512~202712","신규","-","","","아파트"
"10024","서울특별시 강남구 대치동","974","0974","0000","대치현대","월세","101.6000","202508","21","70,000","216","9","1999","삼성로64길 5","202510~202710","갱신","사용","70,000","205","아파트"
"10025","서울특별시 강남구 대치동","316","0316","0000","은마","월세","76.7900","202508","21","50,000","100","8","1979","삼성로 212","202509~202709","신규","-","","","아파트"
"10026","서울특별시 강남구 대치동","316","0316","0000","은마","월세","76.7900","202508","21","35,000","160","10","1980","삼성로 212","202511~202711","신규","-","","","아파트"
"10027","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","월세","84.9600","202508","21","40,000","150","7","1985","삼성로 150","202509~202709","갱신","사용","40,000","140","아파트"
"10028","서울특별시 강남구 대치동","506","0506","0000","선경1차(1동-7동)","월세","117.7000","202508","21","70,000","160","7","1983","삼성로 151","202511~202711","신규","-","","","아파트"
"10029","서울특별시 강남구 대치동","910-5","0910","0005","풍림아이원1차103동(910-5)","월세","84.6900","202508","21","30,000","163","1","2003","역삼로 438","202510~202710","신규","-","","","아파트"
"10030","서울특별시 강남구 대치동","316","0316","0000","은마","전세","76.7900","202508","21","56,700","0","1","1979","삼성로 212","202508~202708","갱신","사용","54,000","0","아파트"
"10031","서울특별시 강남구 대치동","316","0316","0000","은마","전세","76.7900","202508","21","63,000","0","1","1979","삼성로 212","202511~202711","갱신","사용","60,000","0","아파트"
"10032","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","21","22,380","32","14","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10033","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","월세","59.9200","202508","21","80,000","160","15","2020","개포로 264","202512~202712","신규","-","","","아파트"
"10034","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","21","8,360","74","1","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10035","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","49.9528","202508","21","17,520","69","3","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10036","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","전세","84.5978","202508","21","139,650","0","2","2023","삼성로 14","202508~202708","갱신","사용","133,000","0","아파트"
"10037","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","월세","59.9200","202508","21","70,000","135","5","2020","개포로 264","202511~202711","신규","-","","","아파트"
"10038","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","전세","84.8300","202508","21","139,000","0","13","2020","개포로 264","202509~202709","신규","-","","","아파트"
"10039","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","전세","84.8300","202508","21","139,000","0","13","2020","개포로 264","-","-","-","","","아파트"
"10040","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","21","21,256","30","6","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10041","서울특별시 강남구 삼성동","97","0097","0000","시티(A동)","월세","157.6300","202508","21","70,000","140","5","1992","봉은사로109길 66-1","202512~202712","신규","-","","","아파트"
"10042","서울특별시 강남구 삼성동","140-32","0140","0032","삼성동마에스트로","월세","20.2720","202508","21","7,171","9","14","2023","선릉로94길 15","202508~202708","갱신","-","6,457","8","아파트"
"10043","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","전세","84.3490","202508","21","113,000","0","1","2008","학동로68길 29","202509~202709","신규","-","","","아파트"
"10044","서울특별시 강남구 삼성동","53-2","0053","0002","진흥아파트","전세","104.3100","202508","21","80,000","0","9","1984","학동로88길 5","202508~202708","갱신","-","65,000","0","아파트"
"10045","서울특별시 강남구 삼성동","7-3","0007","0003","래미안삼성2차","전세","134.8100","202508","21","160,000","0","10","2007","선릉로130길 20","202508~202708","신규","-","","","아파트"
"10046","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","월세","31.4020","202508","21","2,000","150","22","2008","학동로68길 29","202508~202708","신규","-","","","아파트"
"10047","서울특별시 강남구 개포동","1281","1281","0000","디에이치아너힐즈","전세","84.3558","202508","20","98,000","0","13","2019","삼성로 11","202509~202701","갱신","-","93,700","0","아파트"
"10048","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","20","22,380","32","6","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10049","서울특별시 강남구 삼성동","78-1","0078","0001","위레벤646","월세","30.2193","202508","20","10,000","250","15","2021","영동대로 646","202509~202609","신규","-","","","아파트"
"10050","서울특별시 강남구 대치동","316","0316","0000","은마","월세","76.7900","202508","20","40,000","125","10","1979","삼성로 212","202510~202710","신규","-","","","아파트"
"10051","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","전세","84.9900","202508","20","165,900","0","22","2015","삼성로51길 37","202510~202710","갱신","사용","158,000","0","아파트"
"10052","서울특별시 강남구 대치동","316","0316","0000","은마","전세","76.7900","202508","20","72,000","0","10","1979","삼성로 212","202509~202709","신규","-","","","아파트"
"10053","서울특별시 강남구 대치동","1032","1032","0000","대치푸르지오써밋","월세","59.9845","202508","20","10,000","420","6","2023","삼성로72길 12","202509~202709","갱신","사용","10,000","400","아파트"
"10054","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","20","23,988","38","5","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10055","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","20","22,380","32","9","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10056","서울특별시 강남구 역삼동","755-4","0755","0004","e-편한세상","전세","59.6060","202508","20","105,000","0","16","2005","선릉로69길 20","202509~202709","신규","-","","","아파트"
"10057","서울특별시 강남구 역삼동","828-28","0828","0028","EGSoulLeader","월세","19.3700","202508","20","19,000","10","5","2012","테헤란로14길 34","202509~202709","신규","-","","","아파트"
"10058","서울특별시 강남구 역삼동","762-3","0762","0003","래미안그레이튼(진달래2차)","전세","120.3700","202508","20","157,500","0","1","2010","도곡로43길 21","202510~202710","갱신","사용","150,000","0","아파트"
"10059","서울특별시 강남구 삼성동","2","0002","0000","서광아파트","월세","84.9300","202508","20","5,000","390","17","1998","선릉로130길 19","202508~202708","신규","-","","","아파트"
"10060","서울특별시 강남구 역삼동","716-3","0716","0003","개나리SK뷰","월세","84.9900","202508","20","100,000","200","11","2012","역삼로 315-1","202511~202711","신규","-","","","아파트"
"10061","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","전세","39.5300","202508","20","34,725","0","3","1992","개포로109길 21","202509~202609","갱신","-","33,075","0","아파트"
"10062","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","33.1800","202508","20","37,000","0","11","1992","개포로109길 9","202509~202709","신규","-","","","아파트"
"10063","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","월세","49.8600","202508","20","10,000","200","12","1992","개포로109길 9","202511~202711","신규","-","","","아파트"
"10064","서울특별시 강남구 개포동","652","0652","0000","개포우성3차","전세","133.4600","202508","20","98,000","0","10","1984","개포로 307","202509~202709","갱신","사용","94,000","0","아파트"
"10065","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","전세","49.9090","202508","20","73,500","0","8","2019","선릉로 8","202509~202709","갱신","-","70,000","0","아파트"
"10066","서울특별시 강남구 삼성동","140-32","0140","0032","삼성동마에스트로","월세","22.6780","202508","20","7,700","10","10","2023","선릉로94길 15","202508~202708","갱신","-","7,484","10","아파트"
"10067","서울특별시 강남구 삼성동","99-3","0099","0003","아펠바움","전세","241.8300","202508","20","420,000","0","7","2008","영동대로114길 72","202510~202710","갱신","사용","400,000","0","아파트"
"10068","서울특별시 강남구 역삼동","716","0716","0000","동부센트레빌","월세","84.9700","202508","20","85,000","140","10","1998","선릉로 423","202511~202711","갱신","-","85,000","120","아파트"
"10069","서울특별시 강남구 청담동","10","0010","0000","삼환(101동)","전세","43.6800","202508","20","40,000","0","15","1999","학동로77길 49","202509~202709","신규","-","","","아파트"
"10070","서울특별시 강남구 청담동","10","0010","0000","삼환(101동)","전세","43.6800","202508","20","40,000","0","15","1999","학동로77길 49","202509~202709","신규","-","","","아파트"
"10071","서울특별시 강남구 청담동","134-38","0134","0038","청담자이","전세","89.1150","202508","20","178,500","0","13","2011","영동대로138길 12","202509~202709","갱신","사용","170,000","0","아파트"
"10072","서울특별시 강남구 청담동","33","0033","0000","청담동삼성1차(101동)","전세","84.5700","202508","20","96,000","0","6","1997","삼성로133길 20","202509~202709","신규","-","","","아파트"
"10073","서울특별시 강남구 삼성동","140-32","0140","0032","삼성동마에스트로","월세","22.8570","202508","20","7,700","10","3","2023","선릉로94길 15","202508~202708","갱신","-","7,484","10","아파트"
"10074","서울특별시 강남구 삼성동","140-32","0140","0032","삼성동마에스트로","월세","20.2270","202508","20","7,036","10","6","2023","선릉로94길 15","202508~202708","갱신","-","6,838","9","아파트"
"10075","서울특별시 강남구 삼성동","140-32","0140","0032","삼성동마에스트로","월세","27.9070","202508","20","9,402","13","10","2023","선릉로94길 15","202508~202708","갱신","-","6,768","24","아파트"
"10076","서울특별시 강남구 삼성동","140-32","0140","0032","삼성동마에스트로","월세","22.7300","202508","20","7,700","10","8","2023","선릉로94길 15","202508~202708","갱신","-","7,484","10","아파트"
"10077","서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","전세","30.0300","202508","20","32,000","0","9","2002","언주로 427","202509~202708","신규","-","","","아파트"
"10078","서울특별시 강남구 역삼동","706-20","0706","0020","한화진넥스빌","월세","39.2000","202508","20","300","120","25","2001","언주로86길 11","202508~202511","신규","-","","","아파트"
"10079","서울특별시 강남구 삼성동","144-14","0144","0014","채널리저브","월세","84.9700","202508","20","5,000","460","15","2007","삼성로 517","202508~202608","신규","-","","","아파트"
"10080","서울특별시 강남구 개포동","1281","1281","0000","디에이치아너힐즈","전세","84.3558","202508","20","160,000","0","15","2019","삼성로 11","202508~202709","갱신","-","130,000","0","아파트"
"10081","서울특별시 강남구 개포동","654","0654","0000","현대2","전세","165.0800","202508","20","94,500","0","2","1986","언주로 107","202508~202708","갱신","사용","90,000","0","아파트"
"10082","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","33.1800","202508","20","37,000","0","11","1992","개포로109길 9","-","-","-","","","아파트"
"10083","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","39.9450","202508","20","7,334","65","11","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10084","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","39.9450","202508","20","13,440","56","5","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10085","서울특별시 강남구 일원동","711","0711","0000","수서","월세","49.6800","202508","20","10,000","120","13","1992","양재대로55길 12","202509~202708","갱신","-","10,000","100","아파트"
"10086","서울특별시 강남구 일원동","735","0735","0000","가람","월세","75.1600","202508","20","62,000","12","2","1993","일원로 127","202510~202705","갱신","사용","62,000","0","아파트"
"10087","서울특별시 강남구 일원동","731","0731","0000","한솔마을","전세","84.7300","202508","20","68,250","0","1","1994","광평로10길 6","202508~202708","갱신","사용","65,000","0","아파트"
"10088","서울특별시 강남구 세곡동","522","0522","0000","세곡리엔파크(4단지)","전세","84.9800","202508","20","28,925","0","8","2011","헌릉로590길 88","202508~202708","갱신","-","27,548","0","아파트"
"10089","서울특별시 강남구 세곡동","511","0511","0000","강남신동아파밀리에2단지","월세","49.7400","202508","20","4,614","34","6","2011","헌릉로590길 10","202508~202708","갱신","-","4,441","33","아파트"
"10090","서울특별시 강남구 세곡동","522","0522","0000","세곡리엔파크(4단지)","전세","84.9800","202508","20","28,925","0","10","2011","헌릉로590길 88","202508~202708","갱신","-","26,237","0","아파트"
"10091","서울특별시 강남구 세곡동","522","0522","0000","세곡리엔파크(4단지)","전세","59.8400","202508","20","15,330","0","5","2011","헌릉로590길 88","202508~202708","갱신","-","14,600","0","아파트"
"10092","서울특별시 강남구 세곡동","579","0579","0000","강남엘에이치1단지","전세","84.8300","202508","20","83,000","0","14","2013","헌릉로571길 20","202510~202710","신규","-","","","아파트"
"10093","서울특별시 강남구 세곡동","511","0511","0000","강남신동아파밀리에2단지","전세","84.9800","202508","20","45,386","0","1","2011","헌릉로590길 10","202509~202708","-","-","","","아파트"
"10094","서울특별시 강남구 신사동","658","0658","0000","로데오현대","월세","55.0800","202508","20","5,000","210","10","1998","압구정로50길 28","202509~202709","신규","-","","","아파트"
"10095","서울특별시 강남구 도곡동","963","0963","0000","럭키(963)","월세","124.1000","202508","20","50,000","210","15","1995","논현로 213","202510~202710","신규","-","","","아파트"
"10096","서울특별시 강남구 도곡동","963","0963","0000","럭키(963)","월세","124.1000","202508","20","50,000","210","15","1995","논현로 213","-","-","-","","","아파트"
"10097","서울특별시 강남구 도곡동","467","0467","0000","타워팰리스1","월세","137.2400","202508","20","40,000","743","47","2002","언주로30길 56","202511~202711","갱신","사용","40,000","700","아파트"
"10098","서울특별시 강남구 도곡동","963","0963","0000","럭키(963)","월세","124.6600","202508","20","70,000","180","10","1995","논현로 213","202509~202709","신규","-","","","아파트"
"10099","서울특별시 강남구 도곡동","963","0963","0000","럭키(963)","월세","124.1000","202508","20","50,000","210","15","1995","논현로 213","202510~202708","신규","-","","","아파트"
"10100","서울특별시 강남구 자곡동","602","0602","0000","강남자곡아이파크","월세","59.9600","202508","20","21,000","135","14","2014","자곡로 175","202509~202709","갱신","사용","20,000","130","아파트"
"10101","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","전세","46.9100","202508","20","18,878","0","12","2015","자곡로3길 21","202509~202708","갱신","-","18,328","0","아파트"
"10102","서울특별시 강남구 수서동","736","0736","0000","신동아","전세","39.5300","202508","20","30,000","0","1","1992","광평로47길 17","202508~202708","갱신","사용","30,000","0","아파트"
"10103","서울특별시 강남구 수서동","736","0736","0000","신동아","전세","39.5300","202508","20","38,000","0","12","1992","광평로47길 17","202508~202708","갱신","-","32,000","0","아파트"
"10104","서울특별시 강남구 수서동","708","0708","0000","삼익","전세","60.0000","202508","20","65,000","0","10","1992","광평로51길 27","202510~202710","신규","-","","","아파트"
"10105","서울특별시 강남구 수서동","708","0708","0000","삼익","전세","60.0000","202508","20","65,000","0","10","1992","광평로51길 27","202509~202709","신규","-","","","아파트"
"10106","서울특별시 강남구 수서동","708","0708","0000","삼익","전세","60.0000","202508","20","65,000","0","10","1992","광평로51길 27","202510~202710","신규","-","","","아파트"
"10107","서울특별시 강남구 수서동","736","0736","0000","신동아","전세","49.9600","202508","20","52,000","0","11","1992","광평로47길 17","202509~202709","신규","-","","","아파트"
"10108","서울특별시 강남구 수서동","736","0736","0000","신동아","월세","39.5100","202508","20","5,000","140","15","1992","광평로47길 17","202509~202709","신규","-","","","아파트"
"10109","서울특별시 강남구 수서동","708","0708","0000","삼익","전세","60.0000","202508","20","65,000","0","10","1992","광평로51길 27","202510~202710","신규","-","","","아파트"
"10110","서울특별시 강남구 수서동","736","0736","0000","신동아","전세","49.9600","202508","20","52,000","0","11","1992","광평로47길 17","-","-","-","","","아파트"
"10111","서울특별시 강남구 수서동","708","0708","0000","삼익","월세","60.0000","202508","20","20,000","170","8","1992","광평로51길 27","202510~202710","신규","-","","","아파트"
"10112","서울특별시 강남구 압구정동","434","0434","0000","신현대12차","전세","107.1600","202508","20","80,000","0","3","1982","압구정로 151","202510~202710","갱신","-","63,000","0","아파트"
"10113","서울특별시 강남구 압구정동","426","0426","0000","신현대9차","전세","109.2400","202508","20","84,000","0","11","1982","압구정로 151","202508~202708","갱신","사용","80,000","0","아파트"
"10114","서울특별시 강남구 압구정동","436","0436","0000","현대10차(201,202동)","전세","108.1500","202508","20","78,000","0","6","1982","압구정로29길 69","-","-","-","","","아파트"
"10115","서울특별시 강남구 압구정동","434","0434","0000","신현대12차","전세","170.3800","202508","20","155,000","0","12","1982","압구정로 151","202510~202710","신규","-","","","아파트"
"10116","서울특별시 강남구 압구정동","490","0490","0000","한양1차(영동한양)","월세","49.9800","202508","20","36,000","30","5","1977","압구정로 321","202511~202710","갱신","-","36,000","16","아파트"
"10117","서울특별시 강남구 압구정동","456","0456","0000","현대6차(78~81,83,84,86,87동)","월세","157.3600","202508","20","100,000","240","6","1978","압구정로 201","202511~202711","신규","-","","","아파트"
"10118","서울특별시 강남구 압구정동","447","0447","0000","현대14차(203,204,205,206동)","전세","84.5600","202508","20","120,000","0","5","1987","압구정로29길 57","202510~202710","신규","-","","","아파트"
"10119","서울특별시 강남구 일원동","743","0743","0000","디에이치자이개포","월세","84.6400","202508","20","0","700","33","2021","영동대로 22","202510~202709","신규","-","","","아파트"
"10120","서울특별시 강남구 일원동","711","0711","0000","수서","월세","39.9800","202508","20","3,000","120","7","1992","양재대로55길 12","202509~202709","신규","-","","","아파트"
"10121","서울특별시 강남구 일원동","688","0688","0000","상록스타힐스","월세","46.8550","202508","20","39,765","23","17","2022","영동대로 16","202510~202710","갱신","-","37,872","22","아파트"
"10122","서울특별시 강남구 일원동","735","0735","0000","가람","전세","84.9500","202508","20","90,000","0","5","1993","일원로 127","202510~202710","갱신","-","75,000","0","아파트"
"10123","서울특별시 강남구 일원동","735","0735","0000","가람","전세","84.9500","202508","20","76,600","0","3","1993","일원로 127","202508~202708","갱신","사용","73,000","0","아파트"
"10124","서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","월세","131.4900","202508","19","10,000","288","9","1976","압구정로29길 71","202508~202708","갱신","-","10,000","200","아파트"
"10125","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","전세","59.9772","202508","19","86,000","0","12","2006","선릉로 221","202510~202710","갱신","사용","82,000","0","아파트"
"10126","서울특별시 강남구 논현동","106","0106","0000","펜트힐캐스케이드","월세","43.0400","202508","19","3,000","320","12","2023","언주로 720","202508~202708","신규","-","","","아파트"
"10127","서울특별시 강남구 논현동","106","0106","0000","펜트힐캐스케이드","전세","43.0100","202508","19","65,000","0","6","2023","언주로 720","202509~202709","신규","-","","","아파트"
"10128","서울특별시 강남구 논현동","211-21","0211","0021","펜트힐루논현","전세","43.3920","202508","19","65,000","0","3","2021","언주로 641","202508~202708","신규","-","","","아파트"
"10129","서울특별시 강남구 도곡동","464","0464","0000","한신(개포)","전세","83.8600","202508","19","55,000","0","4","1985","언주로 123","202509~202709","신규","-","","","아파트"
"10130","서울특별시 강남구 일원동","734","0734","0000","상록수","월세","74.5400","202508","19","51,000","70","1","1993","광평로10길 15","202508~202708","갱신","-","51,000","0","아파트"
"10131","서울특별시 강남구 일원동","615-1","0615","0001","개포한신","월세","82.3000","202508","19","3,000","70","11","1984","개포로110길 43","202509~202709","신규","-","","","아파트"
"10132","서울특별시 강남구 논현동","245","0245","0000","동양파라곤","월세","180.0700","202508","19","210,000","160","4","2004","언주로130길 30","202508~202603","갱신","-","210,000","0","아파트"
"10133","서울특별시 강남구 논현동","62-2","0062","0002","도산포도더블랙","전세","49.9400","202508","19","140,000","0","7","2024","도산대로 230","202509~202709","신규","-","","","아파트"
"10134","서울특별시 강남구 자곡동","687","0687","0000","래미안포레","전세","59.8800","202508","19","35,206","0","2","2014","밤고개로21길 25","202508~202708","갱신","-","33,530","0","아파트"
"10135","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","전세","74.8000","202508","19","68,000","0","1","2015","자곡로3길 21","202510~202710","신규","-","","","아파트"
"10136","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","전세","59.9300","202508","19","23,362","0","6","2015","자곡로3길 21","202509~202708","갱신","-","22,681","0","아파트"
"10137","서울특별시 강남구 논현동","22","0022","0000","신동아(22)","전세","114.3400","202508","19","110,000","0","13","1997","강남대로146길 28","202510~202710","신규","-","","","아파트"
"10138","서울특별시 강남구 도곡동","895-8","0895","0008","한신엠비씨","월세","84.7400","202508","19","10,000","220","12","1988","논현로 205","202510~202710","갱신","사용","10,000","210","아파트"
"10139","서울특별시 강남구 도곡동","538-3","0538","0003","래미안도곡카운티","전세","59.9800","202508","19","47,662","0","2","2016","도곡로 320","202509~202708","-","-","","","아파트"
"10140","서울특별시 강남구 세곡동","525","0525","0000","강남데시앙파크","전세","84.9700","202508","19","70,000","0","3","2011","헌릉로590길 63","202509~202709","신규","-","","","아파트"
"10141","서울특별시 강남구 자곡동","687","0687","0000","래미안포레","전세","59.7100","202508","19","40,398","0","4","2014","밤고개로21길 25","202509~202708","-","-","","","아파트"
"10142","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","전세","59.9300","202508","19","23,362","0","4","2015","자곡로3길 21","202509~202708","갱신","-","22,681","0","아파트"
"10143","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","월세","84.9984","202508","19","20,000","520","17","2006","선릉로 221","202510~202710","신규","-","","","아파트"
"10144","서울특별시 강남구 신사동","588-16","0588","0016","썬-타워빌딩","월세","15.4200","202508","19","2,000","90","6","2015","도산대로 225","202508~202608","신규","-","","","아파트"
"10145","서울특별시 강남구 신사동","658","0658","0000","로데오현대","전세","55.0800","202508","19","49,000","0","9","1998","압구정로50길 28","202508~202708","갱신","-","44,000","0","아파트"
"10146","서울특별시 강남구 수서동","723","0723","0000","수서6","월세","39.9300","202508","19","1,664","22","3","1992","광평로56길 11","202509~202708","갱신","-","1,335","18","아파트"
"10147","서울특별시 강남구 도곡동","465","0465","0000","우성4","전세","126.4600","202508","19","108,000","0","6","1985","언주로 117","202509~202709","갱신","-","92,200","0","아파트"
"10148","서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","전세","196.2100","202508","19","220,000","0","14","1976","압구정로29길 71","202510~202710","갱신","-","210,000","0","아파트"
"10149","서울특별시 강남구 압구정동","414","0414","0000","미성1차","월세","153.3200","202508","19","80,000","320","3","1982","압구정로11길 17","202510~202710","신규","-","","","아파트"
"10150","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","19","22,380","32","8","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10151","서울특별시 강남구 삼성동","189","0189","0000","래미안라클래시","월세","84.9800","202508","19","120,000","130","9","2021","삼성로 651","202510~202710","신규","-","","","아파트"
"10152","서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","월세","59.4000","202508","19","20,000","300","12","2005","선릉로69길 19","202510~202710","신규","-","","","아파트"
"10153","서울특별시 강남구 삼성동","142-7","0142","0007","LG선릉에클라트(A)","전세","36.1600","202508","19","28,000","0","5","2003","선릉로100길 42","202509~202709","갱신","-","27,000","0","아파트"
"10154","서울특별시 강남구 삼성동","144-14","0144","0014","채널리저브","전세","84.9700","202508","19","100,000","0","18","2007","삼성로 517","202510~202710","신규","-","","","아파트"
"10155","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","19","22,380","32","6","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10156","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","49.9528","202508","19","29,626","55","1","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10157","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","39.9450","202508","19","18,510","26","6","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10158","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","39.9450","202508","19","19,480","27","6","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10159","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","19","22,380","32","17","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10160","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","39.9450","202508","19","19,480","27","3","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10161","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","39.9450","202508","19","19,480","27","10","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10162","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","19","22,380","32","2","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10163","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","월세","39.5300","202508","19","31,500","30","10","1992","개포로109길 21","202508~202708","갱신","-","31,500","0","아파트"
"10164","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","19","22,380","32","2","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10165","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","19","22,380","32","4","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10166","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","19","22,380","32","7","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10167","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","45.8769","202508","19","16,080","63","7","2023","삼성로 14","202509~202708","-","-","","","아파트"
"10168","서울특별시 강남구 대치동","891-23","0891","0023","대우아이빌명문가(891-23)","월세","34.2000","202508","19","1,000","100","11","2004","선릉로90길 56","202508~202608","신규","-","","","아파트"
"10169","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","전세","128.0100","202508","19","140,000","0","6","1983","삼성로 150","202509~202709","갱신","사용","135,000","0","아파트"
"10170","서울특별시 강남구 대치동","1032","1032","0000","대치푸르지오써밋","전세","59.9845","202508","19","118,650","0","3","2023","삼성로72길 12","202509~202709","갱신","사용","113,000","0","아파트"
"10171","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","월세","65.2400","202508","19","1,000","120","11","2004","테헤란로 428","202508~202708","신규","-","","","아파트"
"10172","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","전세","84.4800","202508","19","84,000","0","5","1983","삼성로 150","202509~202709","갱신","사용","80,000","0","아파트"
"10173","서울특별시 강남구 개포동","1281","1281","0000","디에이치아너힐즈","전세","59.7479","202508","19","120,000","0","18","2019","삼성로 11","202510~202710","신규","-","","","아파트"
